Area,Round,Bright,Compact,ShpIndx,Mean_G,Mean_R,Mean_NIR,SD_G,SD_R,SD_NIR,LW,GLCM1,Rect,GLCM2,Dens,Assym,NDVI,BordLngth,GLCM3,Area_140,Round_140,Bright_140,Compact_140,ShpIndx_140,Mean_G_140,Mean_R_140,Mean_NIR_140,SD_G_140,SD_R_140,SD_NIR_140,LW_140,GLCM1_140,Rect_140,GLCM2_140,Dens_140,Assym_140,NDVI_140,BordLngth_140,GLCM3_140,class
180,0.66,184.71,1.51,1.42,231.16,153.64,169.32,5.86,6.87,6.76,1.52,0.27,0.85,5.91,1.89,0.5,0.2,76,3439.57,10177,1.5,206.77,2.67,3.14,239.84,185.02,195.47,8.56,18.57,15.41,2.15,0.65,0.77,6.83,1.69,0.8,0.13,1268,2028.31,grass 
211,1.57,187.22,2.21,2.27,231.67,156.34,173.64,11,10.31,9.25,2.2,0.79,0.66,6.6,1.43,0.81,0.19,132,1581.5,1897,1.87,186.66,2.79,2.85,235.02,154.13,170.83,9.08,15.25,13.29,2.35,0.72,0.7,6.98,1.47,0.81,0.21,496,1898.72,grass 
377,1.74,204.94,3.27,3.06,236.06,187.18,191.59,10.66,13.24,8.98,2.12,0.76,0.43,6.78,1.33,0.62,0.12,238,1475.75,3519,1.36,198.3,1.87,3.14,226.74,184.54,183.64,18.57,31.82,17.96,1.23,0.85,0.77,7.76,2.03,0.19,0.1,744,976.82,grass 
80,1.34,126.54,1.88,2.12,170.18,97.85,111.6,20.38,21.57,21.96,1.5,0.64,0.75,6.48,1.64,0.47,0.27,76,3063.52,11759,1.78,121.76,2.72,6.88,146.42,104.92,113.95,56.86,49.48,48.99,8.32,0.92,0.57,9.21,0.75,0.98,0.17,2984,553.58,tree 
80,1.59,143.49,2.63,2.68,191.76,113.34,125.36,15.68,14.47,12.91,1.07,0.61,0.4,6.45,1.31,0.46,0.26,96,4233.34,5377,1.83,141.83,2.95,4.52,165.01,126.69,133.8,59,52.44,50.79,5.3,0.94,0.5,8.88,0.9,0.96,0.13,1326,450.99,tree 
72,0.75,127.52,1.88,1.83,178.08,97.08,107.4,23.35,22.28,21.05,1.67,0.61,0.79,6.41,1.75,0.41,0.29,62,2962.9,1936,2.2,110.45,3.35,3.8,136.81,92.98,101.56,42.78,35.33,34.27,2.81,0.88,0.38,9.01,1.02,0.87,0.19,668,856.55,tree 
109,0.76,141.63,1.65,1.68,200.41,102.74,121.74,10.81,8.71,9.16,1.19,0.75,0.78,6.22,1.86,0.19,0.32,70,1917.35,7843,2.69,173.79,5.34,7.21,190.56,162.38,168.43,27.84,35.7,31.14,3.05,0.87,0.24,8.6,0.87,0.82,0.08,2554,820.51,tree 
833,1.6,239.71,2.24,2.48,214,252.62,252.51,6.18,3.9,3.9,1.62,0.42,0.6,6.17,1.62,0.74,-0.08,286,3271,13607,2.32,237.58,3.69,5.23,212.69,249.83,250.21,12.1,10.6,9.36,1.01,0.79,0.49,6.82,1.62,0.17,-0.08,2442,1107.14,concrete 
1876,0.4,240.13,1.27,1.73,213.15,253.61,253.63,3.55,2.02,2.09,4,0.31,0.92,5.42,1.61,0.89,-0.09,300,3690.88,4184,1.28,240.1,2.2,2.46,213.77,253.21,253.31,5.15,2.74,2.67,3.05,0.4,0.67,6.01,1.29,0.93,-0.08,636,3070.18,concrete 
208,0.6,229.58,1.77,1.56,222.2,233.42,233.14,8.04,12.38,12.17,1.95,0.54,0.82,6.4,1.82,0.61,-0.02,90,3327.15,517,1.22,226.81,1.99,2.09,219.19,230.51,230.74,10.7,17.06,16.95,1.58,0.65,0.75,7.12,1.81,0.56,-0.03,190,2527.66,soil 
401,1.74,183.56,2.43,2.57,216.19,163.84,170.64,8.25,8.65,8.2,1.72,0.67,0.64,6.64,1.54,0.67,0.14,206,2136.36,15932,0.94,195.08,1.5,2.59,221.69,180.12,183.43,9.83,15.74,13.92,1.35,0.7,0.85,7.19,2.24,0.41,0.1,1306,1851.63,grass 
471,1.73,189.99,2.66,3.09,221.39,169.93,178.65,6.87,8.15,7.69,1.15,0.52,0.7,6.46,1.8,0.18,0.13,268,2747.42,32310,2.07,185.03,3.37,4.08,222.28,160.31,172.51,9.8,16.15,12.79,1.66,0.73,0.38,7.08,1.31,0.71,0.16,2936,1594.36,grass 
677,0.64,173.98,1.65,1.69,221.13,141.32,159.5,6.7,7.92,7.4,1.45,0.51,0.87,6.46,2.13,0.4,0.22,176,2836.97,32310,2.07,185.03,3.37,4.08,222.28,160.31,172.51,9.8,16.15,12.79,1.66,0.73,0.38,7.08,1.31,0.71,0.16,2936,1594.36,grass 
547,1.5,170.65,2.17,2.69,221.75,136.66,153.52,6.54,7.15,6.49,3,0.51,0.69,6.35,1.37,0.86,0.24,252,2662.91,19209,1.71,172.63,2.14,2.94,220.51,140.37,157.01,10.68,17.7,15.32,1.13,0.76,0.5,7.28,1.7,0.6,0.22,1630,1558.88,grass 
1051,0.79,243.39,1.84,1.8,229.25,252.4,248.53,6.44,3.75,5.74,1.37,0.34,0.85,6.41,2.13,0.33,-0.05,234,3496.58,4465,1.38,237.28,1.63,2.34,221.55,246.63,243.66,15.16,12.2,13.95,1.78,0.82,0.71,7.52,2.02,0.4,-0.05,626,1112.95,building 
224,1.01,57.38,1.92,1.67,45.48,59.05,67.61,8.94,10.02,10.49,2.17,0.3,0.77,6.46,1.61,0.76,-0.13,100,4488.24,319,0.82,82.56,1.69,1.54,69.15,85.24,93.29,43.17,47.42,46.62,2.19,0.81,0.82,7.21,1.71,0.75,-0.1,110,1437.02,shadow 
95,1.12,140.59,2.48,2.15,195.12,103.6,123.05,10.3,7.37,8.19,2.46,0.69,0.62,6.18,1.34,0.81,0.31,84,2957.68,1290,1.59,107.51,2.49,2.94,124.62,93.46,104.46,57.89,36.96,37.42,1.87,0.95,0.7,8.25,1.69,0.62,0.14,422,402.04,tree 
363,1.22,171.69,1.59,1.92,185.1,164.39,165.57,9.46,10.37,10.06,2,0.66,0.8,6.6,1.68,0.74,0.06,146,2187.76,3325,1.4,168.94,2.52,3.77,167.21,168.84,170.78,39.6,45.35,43.24,1.34,0.85,0.69,8.91,1.79,0.5,0,870,1026.61,grass 
113,1.12,140.91,1.9,1.83,164.3,126.38,132.04,10.68,7.59,7.79,1.27,0.78,0.8,6.21,1.79,0.29,0.13,78,1531.42,12846,1.72,149.45,2.37,5.64,164.79,140.24,143.31,15.18,15.72,14.78,1.53,0.8,0.7,7.79,1.85,0.52,0.08,2556,1266.74,grass 
178,1.53,206.79,2.67,2.7,207.49,206.84,206.03,10.09,12.04,12.46,1.73,0.59,0.53,6.69,1.45,0.64,0,144,3088.8,1651,0.84,184.76,1.66,2.07,189.8,182.24,182.25,14.32,16.91,16.81,2.31,0.79,0.87,7.73,1.87,0.74,0.02,336,1477.52,soil 
289,1.04,222.9,2.18,1.91,187.27,237.65,243.8,6.2,6.25,5.98,1.43,0.43,0.78,6.26,1.89,0.43,-0.12,130,3563.97,8979,0.48,234.35,1.16,1.77,199.53,251.26,252.27,7.75,5.16,4.05,6.91,0.54,0.94,6.66,1.21,0.97,-0.11,672,2311.75,building 
1080,1.22,222.42,1.86,2.8,196.22,234.69,236.34,6.85,6.06,6.42,4.29,0.45,0.77,6.55,1.24,0.95,-0.09,368,3032.09,17777,2.46,219.6,4.51,6.06,196.84,230.15,231.82,13.3,14.29,13.41,10.33,0.75,0.44,7.41,0.51,1,-0.08,3232,1424.27,concrete 
316,0.56,72.46,1.48,1.55,62.71,75.18,79.49,8.4,8.29,8.34,1.44,0.58,0.87,6.66,2.04,0.33,-0.09,110,2993.68,4052,0.9,119.23,1.62,2.07,141.89,103.23,112.56,68.32,46.67,46.68,1.75,0.95,0.82,8.57,2.06,0.53,0.16,528,370.61,asphalt 
468,1.28,219.29,2.97,2.08,191,239.3,227.57,10.7,11.93,10.58,1.76,0.59,0.66,6.89,1.6,0.7,-0.11,180,2979.01,908,2,221.62,3.79,2.99,194.32,238.94,231.59,14.83,13.22,14.78,2.51,0.62,0.45,7.6,1.18,0.73,-0.1,360,2814.83,building 
1232,0.85,226.86,2.13,2.25,198.37,240.61,241.6,7.42,6.45,6.48,3.59,0.53,0.81,6.7,1.5,0.88,-0.1,316,2809.98,4737,1.25,225.77,1.56,3.09,202.33,236.79,238.19,17.99,11.8,11.47,4.19,0.86,0.74,7.67,1.36,0.91,-0.08,852,848.82,concrete 
311,0.96,56.81,1.89,1.9,72.54,43.9,53.99,13.4,10.53,10.03,2,0.71,0.77,7.03,1.69,0.72,0.25,134,2255.45,2689,1.63,76.36,2.15,2.52,84.01,69.13,75.95,39.76,26.6,26.29,1.25,0.89,0.69,8.36,2.01,0.24,0.1,522,815.67,shadow 
74,1.21,172.41,2.44,2.15,227.35,136.58,153.31,10.42,10,9.81,1.15,0.56,0.58,6.13,1.52,0.24,0.25,74,3913.52,9613,2.3,156.95,3.94,5.85,211.4,120.09,139.35,27.01,31.12,29.07,2.84,0.85,0.46,8.59,1.05,0.89,0.28,2294,985.47,tree 
129,2.1,158.9,3.21,3.79,220.54,113.15,143.02,13.43,10.59,12.64,11.5,0.51,0.53,6.77,0.59,0.99,0.32,172,5532.68,9613,2.3,156.95,3.94,5.85,211.4,120.09,139.35,27.01,31.12,29.07,2.84,0.85,0.46,8.59,1.05,0.89,0.28,2294,985.47,grass 
225,1.54,170.03,2,1.73,93.03,176.54,240.53,6.81,9,5.89,1.39,0.49,0.71,6.31,1.77,0.45,-0.31,104,3276.84,704,0.35,158.56,1.03,1.07,87.01,161.54,227.13,17.99,24.16,28.02,2,0.7,0.98,7.12,2.01,0.61,-0.3,114,1868.18,pool 
274,1.38,71.03,1.53,1.81,59.69,74.07,79.32,8.35,8.21,8.51,1.05,0.28,0.84,6.48,1.94,0.13,-0.11,120,4598.04,25448,1.99,74.1,2.94,6.98,68.64,73.95,79.69,25.37,24.91,24.42,6.21,0.83,0.55,8.3,0.83,0.98,-0.04,4452,1005.85,asphalt 
367,1.78,72.43,2.4,2.95,62.4,75.52,79.36,10.14,7.38,8.34,2.2,0.55,0.64,6.69,1.39,0.82,-0.1,226,2618.57,25448,1.99,74.1,2.94,6.98,68.64,73.95,79.69,25.37,24.91,24.42,6.21,0.83,0.55,8.3,0.83,0.98,-0.04,4452,1005.85,asphalt 
282,1.56,61.48,2.7,2.89,55.36,61.5,67.57,13.64,12.83,12.21,3.15,0.69,0.58,6.97,1.18,0.89,-0.05,194,2378.86,25448,1.99,74.1,2.94,6.98,68.64,73.95,79.69,25.37,24.91,24.42,6.21,0.83,0.55,8.3,0.83,0.98,-0.04,4452,1005.85,asphalt 
160,1.7,163.21,3.15,4.23,151.28,160.24,178.11,14.94,15.42,15.58,4.24,0.24,0.6,7.05,1,0.93,-0.03,214,4450.2,5923,3.1,166.8,4.91,3.85,156.66,163.07,180.67,22.88,21.18,20.92,1.91,0.55,0.24,8.85,0.99,0.74,-0.02,1186,2569.22,asphalt 
870,0.32,234.09,1.18,1.15,198.51,251.64,252.12,7.26,4.91,4.4,1.06,0.38,0.97,6.54,2.27,0.11,-0.12,136,3373.18,8201,1.79,225.68,2.65,3.13,208.5,233.84,234.69,18.28,23.17,22.78,1.21,0.86,0.68,7.89,1.93,0.24,-0.06,1134,922.94,building 
112,1.38,178.4,3.05,1.98,210.36,157.02,167.83,7.99,7.12,7.04,1.06,0.46,0.74,6.21,1.62,0.33,0.15,84,4200.26,31393,0.76,196.53,1.58,2.46,223.59,179.07,186.93,10.1,14.52,12.65,1.52,0.74,0.88,7.18,2.24,0.51,0.11,1742,1613.49,grass 
788,1.63,238.64,2.39,2.33,211.52,252.11,252.29,7.95,4.44,4.33,1.18,0.49,0.67,6.69,1.79,0.39,-0.09,262,3155.18,10846,2.47,237.97,4.26,4.05,210.87,251.47,251.58,15.37,7.1,6.65,1.07,0.8,0.29,7.26,1.21,0.29,-0.09,1688,1072.98,concrete 
2657,0.57,206.6,1.2,1.43,114.65,252.59,252.57,6.72,3.27,3.32,2,0.6,0.95,6.44,2.07,0.64,-0.38,294,2404.55,3821,0.47,206.76,1.11,1.32,117.04,250.8,252.45,9.47,6.01,3.8,1.63,0.74,0.97,6.94,2.21,0.48,-0.36,326,1641.06,pool 
231,0.8,241.06,1.73,1.51,220.24,251.77,251.19,9.56,4.97,5.03,1.56,0.61,0.91,6.55,1.95,0.46,-0.07,92,2546.09,2537,1.16,242.61,1.49,1.73,225.02,251.39,251.42,11.23,8.23,7.84,1.12,0.66,0.8,6.92,2.09,0.35,-0.06,348,1717.18,building 
2055,1.04,227.09,2,2.97,203.57,238.42,239.28,7.51,7.23,6.95,5.23,0.56,0.84,6.71,1.38,0.93,-0.08,538,2555.61,14587,1.99,225.83,4.07,5.26,203.61,237.2,236.68,11.85,10.98,10.25,7.13,0.75,0.47,7.25,0.66,0.99,-0.08,2540,1433.38,concrete 
891,0.93,152.83,1.7,1.59,211.09,114.22,133.18,11.64,9.72,9.2,1.58,0.81,0.76,7.09,2.03,0.54,0.3,190,1263.67,6565,2.15,149.28,2.74,2.73,197.62,117.05,133.18,17.89,12.72,12.2,1.13,0.91,0.33,7.82,1.38,0.47,0.26,886,601.65,grass 
227,1.1,136.6,1.51,2.09,201.94,92.6,115.25,7.77,6.3,6.99,4.22,0.7,0.85,6.49,1.3,0.93,0.37,126,2408.95,4258,2.09,147.41,2.91,2.76,207.92,105.55,128.75,21.24,11.35,11.24,4.51,0.87,0.53,8.12,0.91,0.97,0.33,720,825.39,grass 
247,1.42,194.35,2.11,2,169.29,213.84,199.94,10.44,9.25,7.58,1.3,0.68,0.77,6.71,1.84,0.22,-0.12,126,2152.49,2225,0.78,195.27,1.41,1.59,170.39,213.2,202.23,18.74,19.78,22.29,1.07,0.84,0.82,7.64,2.22,0.25,-0.11,300,1085.73,building 
152,1.8,191.88,2.46,1.82,105.82,217.05,252.76,9.28,18.91,4.48,1.29,0.48,0.69,6.44,1.65,0.63,-0.34,90,3484.44,819,1.33,211.89,1.76,1.99,181.49,224.8,229.37,53.21,33.88,30.63,1.05,0.93,0.73,7.88,1.92,0.31,-0.11,228,470.21,pool 
85,0.19,65.07,1.07,1.08,53.99,69.19,72.04,7.36,8.6,11.01,1.86,0.49,0.95,5.65,1.82,0.53,-0.12,40,4107.42,15095,2,62.17,3.11,5.44,51.46,65.9,69.15,23.24,26.42,25.93,1.35,0.76,0.51,7.95,1.6,0.28,-0.12,2674,1211.13,asphalt 
58,1.13,202.91,1.88,1.71,200.52,203.14,205.07,6.84,8.02,7.86,2.94,0.46,0.69,5.72,1.18,0.9,-0.01,52,5254.05,8828,4.52,164.61,8.82,4.65,179.08,156.41,158.36,26.14,25.47,23.44,1.19,0.87,0.43,8.4,1.23,0.75,0.07,1746,803.26,soil 
3684,0.99,237.1,1.72,1.88,204.18,253.53,253.6,4.52,2.36,2.31,2.35,0.33,0.83,5.67,1.89,0.69,-0.11,456,2954.77,17388,0.63,235.47,1.15,1.66,201.72,252.12,252.57,8.6,7.83,7.16,4.25,0.7,0.96,6.15,1.57,0.91,-0.11,878,993.77,building 
807,1.2,202.81,2.17,2.66,198.19,204.5,205.74,6.2,6.73,6.68,1.61,0.45,0.79,6.34,1.9,0.62,-0.02,302,3055.7,13275,1.78,204.5,2.48,3.02,198.56,206.8,208.14,13.17,15.41,15.15,1.63,0.79,0.78,7.18,1.89,0.71,-0.02,1394,1059.13,building 
2045,0.76,231.77,1.66,1.98,205.56,244.31,245.45,6.85,6.09,6.08,1.17,0.53,0.88,6.45,2.24,0.27,-0.09,358,2537.7,8784,1.4,230.22,1.76,3.08,204.34,242.43,243.89,8.94,9.23,9.09,2.71,0.61,0.7,6.84,1.51,0.84,-0.09,1154,1996.02,concrete 
1696,1.05,202.59,1.44,2.02,171.89,222.74,213.13,6.81,6.42,6.61,1.52,0.41,0.85,6.59,2.07,0.58,-0.13,332,3252.92,2455,0.72,200.24,1.34,1.46,170.51,218.53,211.67,11.64,13.15,11.52,1.13,0.74,0.87,7.14,2.25,0.28,-0.12,290,1580.32,building 
635,1.67,64.88,2.93,2.58,54.69,68.36,71.59,7.89,7.91,8.05,2.7,0.45,0.6,6.64,1.25,0.88,-0.11,260,3231.82,6637,2.6,64.48,4.16,4.09,54.95,67.89,70.61,20.15,23.42,22.03,1.58,0.81,0.38,7.62,1.29,0.51,-0.11,1332,1079.84,asphalt 
26,0.31,142.46,1.54,1.37,180.88,117.04,129.46,18.33,15.49,16.38,2.5,0.55,0.81,5.43,1.37,0.78,0.21,28,3394.69,5429,1.79,124.08,2.48,4.38,157.92,102.03,112.3,47.6,37.83,37.08,2.46,0.91,0.55,9.06,1.46,0.81,0.22,1292,615.08,tree 
444,0.95,140.44,1.71,1.61,191.88,106.63,122.79,10.98,9.11,8.05,1.9,0.74,0.79,6.89,1.78,0.71,0.29,136,1823.8,5429,1.79,124.08,2.48,4.38,157.92,102.03,112.3,47.6,37.83,37.08,2.46,0.91,0.55,9.06,1.46,0.81,0.22,1292,615.08,grass 
71,1.49,163.45,2.46,2.2,212.7,131.62,146.03,19.36,17.5,14.76,3.57,0.68,0.56,6.17,1.1,0.86,0.24,74,1987.93,7129,1.81,155.63,2.6,4.52,165.81,148.5,152.57,57.59,53.44,48.83,4.17,0.95,0.51,8.72,0.92,0.97,0.06,1526,378.44,tree 
229,1.3,205.19,1.83,2.58,177.58,218.2,219.8,5.57,5.39,5.34,4.2,0.5,0.77,6.03,1.23,0.92,-0.1,156,3240.01,10428,5.08,210.96,18.51,7.56,186.81,223.52,222.54,14.12,12.88,12.95,1.69,0.87,0.33,7.56,0.82,0.69,-0.09,3090,917.75,concrete 
172,2.27,91.02,3.97,4,123.98,69.82,79.24,16.47,12.53,12.95,3.68,0.74,0.41,7.12,0.81,0.94,0.28,210,2673.02,826,1.08,69.68,1.76,1.88,90.65,55.68,62.71,25.11,15.3,14.85,1.75,0.89,0.75,7.95,1.79,0.71,0.24,216,832.79,tree 
39,1.28,184.99,2.03,2.08,230.64,160.08,164.26,19.96,15.94,16.73,3.32,0.44,0.62,5.84,1.05,0.91,0.18,52,4062.17,10236,2.59,155.66,4.81,7.25,186.81,135.15,145.02,46.17,52.26,46.88,3.31,0.87,0.36,9.23,0.86,0.93,0.16,2932,870.99,tree 
2169,0.62,241.98,1.66,1.66,222.67,251.78,251.5,7.47,4.57,5.22,1.17,0.53,0.85,6.71,2.27,0.14,-0.06,310,2695.81,3647,0.85,238.92,1.67,2.13,220.63,247.91,248.21,12.81,12.55,11.99,1.03,0.63,0.82,7.18,2.22,0.29,-0.06,514,1861.17,building 
307,1.85,163.99,2.1,2.57,190.05,148.78,153.15,9.13,9.34,9.27,2.24,0.45,0.58,6.78,1.54,0.7,0.12,180,3663.2,14635,2.61,161.55,4.07,5.68,188.95,144.17,151.52,29.72,35.22,31.72,5.45,0.86,0.39,8.69,0.71,0.98,0.13,2750,922.15,grass 
487,1.63,160.09,2.25,2.83,222.74,118.05,139.49,8.83,10.12,9.01,1.72,0.66,0.59,6.81,1.54,0.62,0.31,250,2346.73,7106,1.76,157.44,2.73,3.31,211.27,120.83,140.22,19.77,19.66,17.69,1.2,0.86,0.7,7.9,1.91,0.25,0.27,1116,851.68,grass 
65,1.5,56.51,2.9,2.73,45.8,58.18,65.54,4.74,6.44,6.41,1.92,0.45,0.52,5.6,1.31,0.62,-0.12,88,5968.49,5716,1.8,75.84,3.06,5.73,79.25,69.61,78.66,42.68,30.64,29.99,2.91,0.92,0.57,8.81,1.21,0.89,0.06,1732,574.15,shadow 
1632,1.32,234.74,2.3,2.55,210.65,245.78,247.78,6.45,6.31,5.91,2.17,0.41,0.68,6.5,1.59,0.79,-0.08,412,3159.23,25296,2.05,232.26,2.86,4.33,208.88,243.11,244.78,10.12,12.81,12.93,3.17,0.65,0.68,7.04,1.3,0.89,-0.08,2754,1809.41,concrete 
2704,1.04,235.08,1.91,2.51,206.79,248.53,249.93,6.08,5.44,5.05,1.06,0.4,0.79,6.39,2.11,0.14,-0.09,522,3082.27,25296,2.05,232.26,2.86,4.33,208.88,243.11,244.78,10.12,12.81,12.93,3.17,0.65,0.68,7.04,1.3,0.89,-0.08,2754,1809.41,concrete 
184,0.39,51.76,1.2,1.18,44.04,53.64,57.6,10.69,11.49,11.96,2.2,0.63,0.92,6.36,1.83,0.68,-0.1,64,2619.81,943,1.36,55.79,1.56,2.12,46.68,57.04,63.65,17.04,19.12,19.46,3.05,0.65,0.73,7.33,1.53,0.82,-0.1,260,2339.53,shadow 
880,0.92,217.99,1.93,2.33,197.29,227.75,228.93,9.15,8.08,7.9,2.72,0.59,0.84,6.9,1.62,0.82,-0.07,276,2446.06,22605,2.27,221.52,5.01,7.38,202.37,230.6,231.59,14.89,16.08,15.21,10.08,0.77,0.45,7.58,0.51,1,-0.07,4440,1326.18,concrete 
1339,1.11,224.16,1.97,2.73,201.65,235.04,235.77,6.59,6.39,6.71,4.59,0.47,0.75,6.5,1.2,0.95,-0.08,400,2957.45,22605,2.27,221.52,5.01,7.38,202.37,230.6,231.59,14.89,16.08,15.21,10.08,0.77,0.45,7.58,0.51,1,-0.07,4440,1326.18,concrete 
450,1.5,166.27,2.74,2.8,207.66,138.16,153,10.25,10.15,10.19,1.41,0.64,0.62,6.9,1.65,0.45,0.2,238,2392.98,7620,2.15,160.44,4.21,5.2,206.22,130.21,144.89,21.53,19.73,18.71,1.59,0.84,0.44,8.16,1.35,0.44,0.23,1816,978.6,grass 
157,1.01,163.68,1.63,2,212.38,131.9,146.75,4.99,6.32,6.36,4,0.54,0.81,5.84,1.31,0.92,0.23,100,3870.09,3497,1.79,142.09,2.62,3.73,173.34,120.65,132.28,46.64,40.81,39.47,2.52,0.92,0.68,8.79,1.42,0.81,0.18,882,546.2,grass 
863,0.8,54.42,1.33,1.94,43.66,55.1,64.51,4.74,5.15,5.05,4.5,0.56,0.88,5.85,1.43,0.92,-0.12,228,2672.66,3589,0.88,57.45,1.29,1.8,47.86,57.67,66.82,8.69,9.51,10.6,6.97,0.69,0.92,6.61,1.18,0.97,-0.09,432,1670.88,shadow 
1327,1.38,229.81,2.53,2.91,202.73,242.3,244.41,5.14,5.02,5.03,2.93,0.5,0.68,5.85,1.33,0.91,-0.09,424,2585.96,12926,1.37,223.61,2.38,3.72,199.79,234.51,236.52,12.04,15.92,15.32,2.28,0.76,0.63,6.83,1.46,0.88,-0.08,1692,1028.55,concrete 
331,2.53,127.45,4.28,3.41,188.4,87.18,106.75,15.22,12.84,12.53,2.56,0.67,0.49,7.38,1.27,0.64,0.37,248,2453.76,8468,2.45,125.5,4.02,5.5,165.57,98.52,112.42,51.66,32.27,32.57,1.33,0.95,0.44,8.97,1.34,0.68,0.25,2024,384.31,tree 
753,0.58,206.31,1.54,1.88,183.55,216.22,219.16,10.82,8.98,9.55,2.02,0.76,0.87,7.01,2,0.58,-0.08,206,1558.42,3102,1.32,208.52,1.51,2.43,187.93,217.44,220.2,14.74,16.11,15.21,6.1,0.83,0.83,7.66,1.16,0.96,-0.07,542,1170.45,concrete 
65,0.6,46.26,1.69,1.43,41.86,44.4,52.52,7.8,5.76,5.99,1.1,0.41,0.81,5.91,1.78,0.1,-0.03,46,4050.22,2094,1.2,67.9,2.26,2.93,70.2,62.54,70.94,28.66,32.38,31.22,2,0.87,0.71,8.29,1.71,0.74,0.06,536,929.82,shadow 
1237,1.25,234.91,2.19,2.93,199.44,252.65,252.63,7.54,3.76,3.73,8.33,0.52,0.71,6.79,0.87,0.99,-0.12,412,3006.58,3748,2.1,226.3,5.14,3.12,209.11,236.37,233.43,19.68,24.29,27.39,1.8,0.81,0.46,7.82,1.16,0.8,-0.06,764,994,concrete 
912,0.46,227.73,1.51,1.62,201.1,240.27,241.82,6.51,6.58,6.87,1.98,0.48,0.87,6.41,1.96,0.67,-0.09,196,2956.96,16841,2.54,224.28,4.71,4.05,202.92,234.23,235.7,13.05,15.86,15.69,2.13,0.73,0.37,7.32,1.04,0.83,-0.07,2104,1446.9,concrete 
36,0.39,74.47,1.76,1.5,117.08,50.14,56.19,10.71,9.72,9.91,1.2,0.64,0.81,5.67,1.66,0.15,0.4,36,3329.22,1562,1.3,107.1,2.21,2.01,147.02,83.19,91.09,35.36,28.98,28.41,1.5,0.89,0.71,8.68,2.03,0.21,0.28,318,819.07,tree 
1798,0.8,234.56,1.74,2.05,198,252.85,252.82,5.33,3.11,3.11,1.66,0.24,0.86,6.12,2.1,0.49,-0.12,348,3893.36,42018,1.28,234.72,1.3,2.27,198.7,252.75,252.72,5.92,3.34,3.37,1.17,0.31,0.85,6.35,2.27,0.33,-0.12,1864,3298.45,building 
5504,0.52,238.4,1.34,1.62,208.31,253.47,253.42,4.23,2.36,2.44,2.26,0.43,0.91,5.63,2.03,0.68,-0.1,482,2916.67,8249,0.51,238.15,1.15,1.44,208.19,253.13,253.13,4.42,3.47,3.41,2.87,0.43,0.94,5.69,1.82,0.82,-0.1,522,2886.05,building 
152,1.22,124.23,2.12,2.23,178.28,89.26,105.14,24.87,19.72,21.55,1.09,0.68,0.74,7.03,1.8,0.27,0.33,110,2378.99,5628,2.69,146.91,3.81,5.29,179.06,126.11,135.55,46.85,38.86,36.8,1.01,0.9,0.29,9.17,1.29,0.55,0.17,1586,725.16,grass 
298,1.26,132.56,2.36,2.43,186.92,98.93,111.83,13.11,12.82,12.63,2.56,0.69,0.68,7.12,1.47,0.82,0.31,168,2168.5,7362,2.91,131.16,4.89,6.43,153.46,115.15,124.87,56.76,48.32,45.74,2.5,0.92,0.45,9.11,1.14,0.79,0.14,2208,580.98,tree 
329,0.78,235.96,1.58,2.18,206.22,249.35,252.32,9.93,5.13,3.79,5.2,0.73,0.87,6.73,1.26,0.94,-0.09,158,1704.68,3775,3.82,227.31,8.08,4.75,205.59,236.9,239.45,22.55,27.39,25.8,3.11,0.71,0.28,7.82,0.66,0.96,-0.07,1168,1240.11,concrete 
47,0.15,137.11,1.15,1.09,74.4,136.09,200.85,12.32,11.57,11.79,1.5,0.76,0.91,5.7,1.72,0.47,-0.29,30,2075.88,302,0.51,160.7,1.3,1.21,98.95,168.18,214.98,29.89,45.92,44.87,2,0.82,0.88,7.31,1.84,0.7,-0.26,84,1497.21,pool 
1939,1.2,225.09,2.12,2.48,201.47,236.69,237.12,7.32,7.17,7.34,3.92,0.52,0.75,6.67,1.3,0.94,-0.08,436,2712.63,7650,2.66,226.53,4.78,4.26,203.22,237.8,238.58,13.15,11.09,10.78,1.92,0.76,0.5,7.3,1.31,0.49,-0.08,1492,1440.33,concrete 
224,1.15,198.87,1.71,2.17,172.21,210.92,213.47,9.81,8.69,9.22,1.5,0.63,0.76,6.69,1.83,0.51,-0.1,130,2515.46,3327,0.88,210.37,1.57,2.21,186.8,221.89,222.41,19.62,24.74,24.52,1.2,0.8,0.79,8.09,2.19,0.11,-0.09,510,1385.71,building 
688,1.17,152.16,1.75,1.64,170.07,140.62,145.79,7.27,7.87,7.13,1.54,0.66,0.81,6.49,1.93,0.62,0.09,172,2263.83,21787,1.4,142.09,1.65,6.02,157.58,132.54,136.13,33.78,31.38,29.79,37.89,0.95,0.8,8.31,0.45,1,0.09,3552,359.29,grass 
118,1.37,142.7,2.59,2.49,195.59,106,126.52,14.76,10.58,11.42,1.06,0.72,0.61,6.62,1.64,0.18,0.3,108,2397.23,3679,2.27,130.12,4.27,5.69,158.79,109.32,122.26,48.34,36.52,35.01,2.54,0.93,0.53,8.92,1.24,0.81,0.18,1380,494.74,tree 
154,0.51,172.09,1.56,1.37,195.88,158.28,162.1,12.4,12.9,11.87,1.07,0.75,0.89,6.62,2.01,0.2,0.11,68,2005.66,5440,1.48,171.41,2.14,3.24,193.96,159.91,160.37,32.18,26.61,23.52,1.91,0.91,0.64,8.67,1.57,0.77,0.1,956,583.23,grass 
